vintage_month,credit_score_band,months_on_book,dpd_bucket,n_accounts,total_balance,cohort_accounts,pct_of_cohort
2024-11-01,Prime,6,Charged_Off,2,15671.18,1108,0.181
2024-11-01,Prime,6,Current,384,2562732.02,1108,34.657
2024-11-01,Prime,6,DPD_30,10,66768.1,1108,0.903
2024-11-01,Prime,6,DPD_60,4,24031.32,1108,0.361
2024-11-01,Prime,6,DPD_90_PLUS,1,4731.64,1108,0.09
2024-11-01,Prime,6,Paid_Off,33,0.0,1108,2.978
2024-11-01,Prime,7,Charged_Off,3,20402.82,1108,0.271
2024-11-01,Prime,7,Current,376,2426167.01,1108,33.935
2024-11-01,Prime,7,DPD_30,13,69256.61,1108,1.173
2024-11-01,Prime,7,DPD_60,1,928.83,1108,0.09
2024-11-01,Prime,7,DPD_90_PLUS,2,10223.9,1108,0.181
2024-11-01,Prime,7,Paid_Off,39,0.0,1108,3.52
2024-11-01,Prime,8,Charged_Off,4,26041.510000000002,1108,0.361
2024-11-01,Prime,8,Current,374,2316325.66,1108,33.755
2024-11-01,Prime,8,DPD_30,7,30022.16,1108,0.632
2024-11-01,Prime,8,DPD_60,3,14342.66,1108,0.271
2024-11-01,Prime,8,DPD_90_PLUS,2,5289.570000000001,1108,0.181
2024-11-01,Prime,8,Paid_Off,44,0.0,1108,3.971
2024-11-01,Prime,9,Charged_Off,5,26934.73,1108,0.451
2024-11-01,Prime,9,Current,369,2184281.94,1108,33.303
2024-11-01,Prime,9,DPD_30,9,39951.72,1108,0.812
2024-11-01,Prime,9,DPD_60,3,13010.14,1108,0.271
2024-11-01,Prime,9,DPD_90_PLUS,3,12177.77,1108,0.271
2024-11-01,Prime,9,Paid_Off,45,0.0,1108,4.061
2024-11-01,Prime,10,Charged_Off,7,33121.85,1108,0.632
2024-11-01,Prime,10,Current,365,2059749.12,1108,32.942
2024-11-01,Prime,10,DPD_30,6,34416.22,1108,0.542
2024-11-01,Prime,10,DPD_60,5,23171.64,1108,0.451
2024-11-01,Prime,10,DPD_90_PLUS,2,10067.869999999999,1108,0.181
2024-11-01,Prime,10,Paid_Off,49,0.0,1108,4.422
2024-11-01,Prime,11,Charged_Off,9,43189.72,1108,0.812
2024-11-01,Prime,11,Current,353,1882247.91,1108,31.859
2024-11-01,Prime,11,DPD_30,9,49809.19,1108,0.812
2024-11-01,Prime,11,DPD_60,3,12050.939999999999,1108,0.271
2024-11-01,Prime,11,DPD_90_PLUS,4,19278.42,1108,0.361
2024-11-01,Prime,11,Paid_Off,56,0.0,1108,5.054
2024-11-01,Prime,12,Charged_Off,9,43189.72,1108,0.812
2024-11-01,Prime,12,Current,346,1762413.71,1108,31.227
2024-11-01,Prime,12,DPD_30,10,55899.71,1108,0.903
2024-11-01,Prime,12,DPD_60,4,22347.329999999998,1108,0.361
2024-11-01,Prime,12,DPD_90_PLUS,5,18966.23,1108,0.451
2024-11-01,Prime,12,Paid_Off,60,0.0,1108,5.415
2024-11-01,Prime,13,Charged_Off,13,59856.409999999996,1108,1.173
2024-11-01,Prime,13,Current,340,1642139.68,1108,30.686
2024-11-01,Prime,13,DPD_30,10,62591.82,1108,0.903
2024-11-01,Prime,13,DPD_60,3,27733.25,1108,0.271
2024-11-01,Prime,13,DPD_90_PLUS,4,15664.29,1108,0.361
2024-11-01,Prime,13,Paid_Off,64,0.0,1108,5.776
2024-11-01,Prime,14,Charged_Off,14,61639.85,1108,1.264
2024-11-01,Prime,14,Current,338,1571856.24,1108,30.505
2024-11-01,Prime,14,DPD_30,3,10690.23,1108,0.271
2024-11-01,Prime,14,DPD_60,2,12530.8,1108,0.181
2024-11-01,Prime,14,DPD_90_PLUS,6,39659.9,1108,0.542
2024-11-01,Prime,14,Paid_Off,71,0.0,1108,6.408
2024-11-01,Prime,15,Charged_Off,18,85311.95,1108,1.625
2024-11-01,Prime,15,Current,328,1455443.3,1108,29.603
2024-11-01,Prime,15,DPD_30,9,34138.37,1108,0.812
2024-11-01,Prime,15,DPD_90_PLUS,3,22214.09,1108,0.271
2024-11-01,Prime,15,Paid_Off,76,0.0,1108,6.859
2024-11-01,Prime,16,Charged_Off,19,92410.89,1108,1.715
2024-11-01,Prime,16,Current,327,1380908.16,1108,29.513
2024-11-01,Prime,16,DPD_30,5,21282.64,1108,0.451
2024-11-01,Prime,16,DPD_60,2,5478.81,1108,0.181
2024-11-01,Prime,16,DPD_90_PLUS,2,14466.52,1108,0.181
2024-11-01,Prime,16,Paid_Off,79,0.0,1108,7.13
2024-11-01,Prime,17,Charged_Off,21,106877.41,1108,1.895
2024-11-01,Prime,17,Current,317,1264330.8699999999,1108,28.61
2024-11-01,Prime,17,DPD_30,11,47131.829999999994,1108,0.993
2024-11-01,Prime,17,DPD_60,2,5801.32,1108,0.181
2024-11-01,Prime,17,Paid_Off,83,0.0,1108,7.491
2024-11-01,Prime,18,Charged_Off,21,106877.41,1108,1.895
2024-11-01,Prime,18,Current,315,1208155.94,1108,28.43
2024-11-01,Prime,18,DPD_30,6,21980.43,1108,0.542
2024-11-01,Prime,18,DPD_60,3,10858.17,1108,0.271
2024-11-01,Prime,18,DPD_90_PLUS,1,4371.97,1108,0.09
2024-11-01,Prime,18,Paid_Off,88,0.0,1108,7.942
2024-11-01,Prime,19,Charged_Off,22,111249.38,1108,1.986
2024-11-01,Prime,19,Current,306,1118125.32,1108,27.617
2024-11-01,Prime,19,DPD_30,8,26624.47,1108,0.722
2024-11-01,Prime,19,DPD_60,4,13799.99,1108,0.361
2024-11-01,Prime,19,DPD_90_PLUS,1,4696.26,1108,0.09
2024-11-01,Prime,19,Paid_Off,93,0.0,1108,8.394
2024-11-01,Prime,20,Charged_Off,23,115945.64,1108,2.076
2024-11-01,Prime,20,Current,305,1061242.32,1108,27.527
2024-11-01,Prime,20,DPD_30,7,27238.85,1108,0.632
2024-11-01,Prime,20,DPD_60,3,4434.65,1108,0.271
2024-11-01,Prime,20,DPD_90_PLUS,1,4717.36,1108,0.09
2024-11-01,Prime,20,Paid_Off,95,0.0,1108,8.574
2024-11-01,Prime,21,Charged_Off,24,120663.0,1108,2.166
2024-11-01,Prime,21,Current,292,985384.16,1108,26.354
2024-11-01,Prime,21,DPD_30,11,27110.36,1108,0.993
2024-11-01,Prime,21,DPD_60,2,5872.49,1108,0.181
2024-11-01,Prime,21,DPD_90_PLUS,3,4227.98,1108,0.271
2024-11-01,Prime,21,Paid_Off,102,0.0,1108,9.206
2024-11-01,Subprime,1,Current,284,956329.34,1108,25.632
2024-11-01,Subprime,2,Current,262,841528.25,1108,23.646
2024-11-01,Subprime,2,DPD_30,19,65212.65,1108,1.715
2024-11-01,Subprime,2,Paid_Off,3,0.0,1108,0.271
2024-11-01,Subprime,3,Current,238,735273.2,1108,21.48
2024-11-01,Subprime,3,DPD_30,25,72411.61,1108,2.256
2024-11-01,Subprime,3,DPD_60,11,30615.13,1108,0.993
2024-11-01,Subprime,3,Paid_Off,10,0.0,1108,0.903
2024-11-01,Subprime,4,Current,226,657850.59,1108,20.397
2024-11-01,Subprime,4,DPD_30,23,71236.66,1108,2.076
2024-11-01,Subprime,4,DPD_60,13,35342.67,1108,1.173
2024-11-01,Subprime,4,DPD_90_PLUS,7,19856.3,1108,0.632
2024-11-01,Subprime,4,Paid_Off,15,0.0,1108,1.354
2024-11-01,Subprime,5,Charged_Off,6,16990.6,1108,0.542
2024-11-01,Subprime,5,Current,218,612624.08,1108,19.675
2024-11-01,Subprime,5,DPD_30,23,65616.75,1108,2.076
2024-11-01,Subprime,5,DPD_60,9,16698.07,1108,0.812
2024-11-01,Subprime,5,DPD_90_PLUS,9,27763.57,1108,0.812
2024-11-01,Subprime,5,Paid_Off,19,0.0,1108,1.715
2024-11-01,Subprime,6,Charged_Off,10,28387.46,1108,0.903
2024-11-01,Subprime,6,Current,210,566610.19,1108,18.953
2024-11-01,Subprime,6,DPD_30,20,52755.4,1108,1.805
2024-11-01,Subprime,6,DPD_60,7,18401.24,1108,0.632
2024-11-01,Subprime,6,DPD_90_PLUS,12,24432.69,1108,1.083
2024-11-01,Subprime,6,Paid_Off,25,0.0,1108,2.256
2024-11-01,Subprime,7,Charged_Off,21,52338.12,1108,1.895
2024-11-01,Subprime,7,Current,201,510874.16,1108,18.141
2024-11-01,Subprime,7,DPD_30,22,63315.82,1108,1.986
2024-11-01,Subprime,7,DPD_60,5,14276.45,1108,0.451
2024-11-01,Subprime,7,DPD_90_PLUS,8,18055.02,1108,0.722
2024-11-01,Subprime,7,Paid_Off,27,0.0,1108,2.437
2024-11-01,Subprime,8,Charged_Off,23,58844.38,1108,2.076
2024-11-01,Subprime,8,Current,183,447762.03,1108,16.516
2024-11-01,Subprime,8,DPD_30,28,66690.63,1108,2.527
2024-11-01,Subprime,8,DPD_60,10,26326.9,1108,0.903
2024-11-01,Subprime,8,DPD_90_PLUS,10,24311.11,1108,0.903
2024-11-01,Subprime,8,Paid_Off,30,0.0,1108,2.708
2024-11-01,Subprime,9,Charged_Off,29,73284.61,1108,2.617
2024-11-01,Subprime,9,Current,178,419016.71,1108,16.065
2024-11-01,Subprime,9,DPD_30,19,41997.340000000004,1108,1.715
2024-11-01,Subprime,9,DPD_60,16,35355.46,1108,1.444
2024-11-01,Subprime,9,DPD_90_PLUS,10,24427.579999999998,1108,0.903
2024-11-01,Subprime,9,Paid_Off,32,0.0,1108,2.888
2024-11-01,Subprime,10,Charged_Off,36,89203.59,1108,3.249
2024-11-01,Subprime,10,Current,161,366328.73,1108,14.531
2024-11-01,Subprime,10,DPD_30,29,59258.23,1108,2.617
2024-11-01,Subprime,10,DPD_60,8,16206.18,1108,0.722
2024-11-01,Subprime,10,DPD_90_PLUS,13,30016.05,1108,1.173
2024-11-01,Subprime,10,Paid_Off,37,0.0,1108,3.339
2024-11-01,Subprime,11,Charged_Off,45,103114.98,1108,4.061
2024-11-01,Subprime,11,Current,146,316864.73,1108,13.177
2024-11-01,Subprime,11,DPD_30,28,60229.19,1108,2.527
2024-11-01,Subprime,11,DPD_60,12,21276.88,1108,1.083
2024-11-01,Subprime,11,DPD_90_PLUS,11,28945.23,1108,0.993
2024-11-01,Subprime,11,Paid_Off,42,0.0,1108,3.791
2024-11-01,Subprime,12,Charged_Off,51,122493.48,1108,4.603
2024-11-01,Subprime,12,Current,145,297549.07,1108,13.087
2024-11-01,Subprime,12,DPD_30,18,41277.64,1108,1.625
2024-11-01,Subprime,12,DPD_60,16,31793.38,1108,1.444
2024-11-01,Subprime,12,DPD_90_PLUS,10,15836.05,1108,0.903
2024-11-01,Subprime,12,Paid_Off,44,0.0,1108,3.971
2024-11-01,Subprime,13,Charged_Off,55,129720.43,1108,4.964
2024-11-01,Subprime,13,Current,136,269083.02,1108,12.274
2024-11-01,Subprime,13,DPD_30,18,31585.96,1108,1.625
2024-11-01,Subprime,13,DPD_60,15,31623.25,1108,1.354
2024-11-01,Subprime,13,DPD_90_PLUS,13,23087.92,1108,1.173
2024-11-01,Subprime,13,Paid_Off,47,0.0,1108,4.242
2024-11-01,Subprime,14,Charged_Off,60,139981.53,1108,5.415
2024-11-01,Subprime,14,Current,131,250016.22,1108,11.823
2024-11-01,Subprime,14,DPD_30,21,37170.89,1108,1.895
2024-11-01,Subprime,14,DPD_60,7,12567.96,1108,0.632
2024-11-01,Subprime,14,DPD_90_PLUS,17,28234.63,1108,1.534
2024-11-01,Subprime,14,Paid_Off,48,0.0,1108,4.332
2024-11-01,Subprime,15,Charged_Off,70,156085.04,1108,6.318
2024-11-01,Subprime,15,Current,134,242118.32,1108,12.094
2024-11-01,Subprime,15,DPD_30,11,15531.2,1108,0.993
2024-11-01,Subprime,15,DPD_60,12,26937.81,1108,1.083
2024-11-01,Subprime,15,DPD_90_PLUS,9,12977.119999999999,1108,0.812
2024-11-01,Subprime,15,Paid_Off,48,0.0,1108,4.332
2024-11-01,Subprime,16,Charged_Off,75,161588.11,1108,6.769
2024-11-01,Subprime,16,Current,125,211756.83,1108,11.282
2024-11-01,Subprime,16,DPD_30,16,31446.02,1108,1.444
2024-11-01,Subprime,16,DPD_60,7,15238.2,1108,0.632
2024-11-01,Subprime,16,DPD_90_PLUS,10,16192.81,1108,0.903
2024-11-01,Subprime,16,Paid_Off,51,0.0,1108,4.603
2024-11-01,Subprime,17,Charged_Off,81,170594.91,1108,7.31
2024-11-01,Subprime,17,Current,115,186994.55,1108,10.379
2024-11-01,Subprime,17,DPD_30,19,34279.96,1108,1.715
2024-11-01,Subprime,17,DPD_60,10,17651.34,1108,0.903
2024-11-01,Subprime,17,DPD_90_PLUS,8,15092.51,1108,0.722
2024-11-01,Subprime,17,Paid_Off,51,0.0,1108,4.603
2024-11-01,Subprime,18,Charged_Off,87,180083.81,1108,7.852
2024-11-01,Subprime,18,Current,112,177655.24,1108,10.108
2024-11-01,Subprime,18,DPD_30,14,20728.82,1108,1.264
2024-11-01,Subprime,18,DPD_60,8,14938.83,1108,0.722
2024-11-01,Subprime,18,DPD_90_PLUS,8,16444.29,1108,0.722
2024-11-01,Subprime,18,Paid_Off,55,0.0,1108,4.964
2024-11-01,Subprime,19,Charged_Off,91,192663.64,1108,8.213
2024-11-01,Subprime,19,Current,100,150043.3,1108,9.025
2024-11-01,Subprime,19,DPD_30,18,27085.05,1108,1.625
2024-11-01,Subprime,19,DPD_60,10,15590.51,1108,0.903
2024-11-01,Subprime,19,DPD_90_PLUS,8,10873.64,1108,0.722
2024-11-01,Subprime,19,Paid_Off,57,0.0,1108,5.144
2024-11-01,Subprime,20,Charged_Off,95,199165.23,1108,8.574
2024-11-01,Subprime,20,Current,96,140750.02,1108,8.664
2024-11-01,Subprime,20,DPD_30,14,20119.24,1108,1.264
2024-11-01,Subprime,20,DPD_60,9,8952.5,1108,0.812
2024-11-01,Subprime,20,DPD_90_PLUS,11,16121.15,1108,0.993
2024-11-01,Subprime,20,Paid_Off,59,0.0,1108,5.325
2024-11-01,Subprime,21,Charged_Off,99,205889.66,1108,8.935
2024-11-01,Subprime,21,Current,90,128935.98,1108,8.123
2024-11-01,Subprime,21,DPD_30,19,22933.14,1108,1.715
2024-11-01,Subprime,21,DPD_60,4,4914.83,1108,0.361
2024-11-01,Subprime,21,DPD_90_PLUS,12,13780.630000000001,1108,1.083
2024-11-01,Subprime,21,Paid_Off,60,0.0,1108,5.415
2024-12-01,Near_Prime,1,Current,328,1839756.64,919,35.691
2024-12-01,Near_Prime,2,Current,314,1689973.88,919,34.168
2024-12-01,Near_Prime,2,DPD_30,8,39900.57,919,0.871
2024-12-01,Near_Prime,2,Paid_Off,6,0.0,919,0.653
2024-12-01,Near_Prime,3,Current,302,1550124.19,919,32.862
2024-12-01,Near_Prime,3,DPD_30,14,61459.729999999996,919,1.523
2024-12-01,Near_Prime,3,DPD_60,3,18290.91,919,0.326
2024-12-01,Near_Prime,3,Paid_Off,9,0.0,919,0.979
2024-12-01,Near_Prime,4,Current,292,1432194.82,919,31.774
2024-12-01,Near_Prime,4,DPD_30,20,95223.14,919,2.176
2024-12-01,Near_Prime,4,DPD_60,3,9197.01,919,0.326
2024-12-01,Near_Prime,4,DPD_90_PLUS,3,17484.56,919,0.326
2024-12-01,Near_Prime,4,Paid_Off,10,0.0,919,1.088
2024-12-01,Near_Prime,5,Charged_Off,1,4338.19,919,0.109
2024-12-01,Near_Prime,5,Current,289,1348646.63,919,31.447
2024-12-01,Near_Prime,5,DPD_30,10,46043.56,919,1.088
2024-12-01,Near_Prime,5,DPD_60,7,34255.21,919,0.762
2024-12-01,Near_Prime,5,DPD_90_PLUS,5,21159.56,919,0.544
2024-12-01,Near_Prime,5,Paid_Off,16,0.0,919,1.741
2024-12-01,Near_Prime,6,Charged_Off,4,13090.25,919,0.435
2024-12-01,Near_Prime,6,Current,277,1239503.6,919,30.141
2024-12-01,Near_Prime,6,DPD_30,15,58839.06,919,1.632
2024-12-01,Near_Prime,6,DPD_60,4,18904.57,919,0.435
2024-12-01,Near_Prime,6,DPD_90_PLUS,8,42227.85,919,0.871
2024-12-01,Near_Prime,6,Paid_Off,20,0.0,919,2.176
2024-12-01,Near_Prime,7,Charged_Off,4,13090.25,919,0.435
2024-12-01,Near_Prime,7,Current,272,1140559.46,919,29.597
2024-12-01,Near_Prime,7,DPD_30,14,64228.4,919,1.523
2024-12-01,Near_Prime,7,DPD_60,2,14269.2,919,0.218
2024-12-01,Near_Prime,7,DPD_90_PLUS,12,58292.83,919,1.306
2024-12-01,Near_Prime,7,Paid_Off,24,0.0,919,2.612
2024-12-01,Near_Prime,8,Charged_Off,10,35413.72,919,1.088
2024-12-01,Near_Prime,8,Current,257,1038015.11,919,27.965
2024-12-01,Near_Prime,8,DPD_30,17,63445.23,919,1.85
2024-12-01,Near_Prime,8,DPD_60,5,20724.26,919,0.544
2024-12-01,Near_Prime,8,DPD_90_PLUS,8,47976.93,919,0.871
2024-12-01,Near_Prime,8,Paid_Off,31,0.0,919,3.373
2024-12-01,Near_Prime,9,Charged_Off,16,72637.85,919,1.741
2024-12-01,Near_Prime,9,Current,257,974682.5,919,27.965
2024-12-01,Near_Prime,9,DPD_30,10,48841.049999999996,919,1.088
2024-12-01,Near_Prime,9,DPD_60,5,19414.89,919,0.544
2024-12-01,Near_Prime,9,DPD_90_PLUS,7,30079.8,919,0.762
2024-12-01,Near_Prime,9,Paid_Off,33,0.0,919,3.591
2024-12-01,Near_Prime,10,Charged_Off,20,89364.47,919,2.176
2024-12-01,Near_Prime,10,Current,241,874873.84,919,26.224
2024-12-01,Near_Prime,10,DPD_30,16,68104.87,919,1.741
2024-12-01,Near_Prime,10,DPD_60,4,22920.97,919,0.435
2024-12-01,Near_Prime,10,DPD_90_PLUS,6,19808.12,919,0.653
2024-12-01,Near_Prime,10,Paid_Off,41,0.0,919,4.461
2024-12-01,Near_Prime,11,Charged_Off,25,101230.95,919,2.72
2024-12-01,Near_Prime,11,Current,243,862719.04,919,26.442
2024-12-01,Near_Prime,11,DPD_30,10,27517.09,919,1.088
2024-12-01,Near_Prime,11,DPD_60,5,17547.99,919,0.544
2024-12-01,Near_Prime,11,DPD_90_PLUS,3,18515.55,919,0.326
2024-12-01,Near_Prime,11,Paid_Off,42,0.0,919,4.57
2024-12-01,Near_Prime,12,Charged_Off,27,117486.33,919,2.938
2024-12-01,Near_Prime,12,Current,233,779093.17,919,25.354
2024-12-01,Near_Prime,12,DPD_30,15,56705.99,919,1.632
2024-12-01,Near_Prime,12,DPD_60,4,10701.99,919,0.435
2024-12-01,Near_Prime,12,DPD_90_PLUS,5,16041.71,919,0.544
2024-12-01,Near_Prime,12,Paid_Off,44,0.0,919,4.788
2024-12-01,Near_Prime,13,Charged_Off,30,130341.48,919,3.264
2024-12-01,Near_Prime,13,Current,226,730192.23,919,24.592
2024-12-01,Near_Prime,13,DPD_30,12,35679.79,919,1.306
2024-12-01,Near_Prime,13,DPD_60,7,22169.24,919,0.762
2024-12-01,Near_Prime,13,DPD_90_PLUS,5,12282.16,919,0.544
2024-12-01,Near_Prime,13,Paid_Off,48,0.0,919,5.223
2024-12-01,Near_Prime,14,Charged_Off,34,141617.62,919,3.7
2024-12-01,Near_Prime,14,Current,222,688926.45,919,24.157
2024-12-01,Near_Prime,14,DPD_30,11,23797.53,919,1.197
2024-12-01,Near_Prime,14,DPD_60,3,8102.650000000001,919,0.326
2024-12-01,Near_Prime,14,DPD_90_PLUS,6,16882.73,919,0.653
2024-12-01,Near_Prime,14,Paid_Off,52,0.0,919,5.658
2024-12-01,Near_Prime,15,Charged_Off,36,146818.32,919,3.917
2024-12-01,Near_Prime,15,Current,214,641889.73,919,23.286
2024-12-01,Near_Prime,15,DPD_30,17,35831.64,919,1.85
2024-12-01,Near_Prime,15,DPD_60,2,3096.49,919,0.218
2024-12-01,Near_Prime,15,DPD_90_PLUS,6,16760.82,919,0.653
2024-12-01,Near_Prime,15,Paid_Off,53,0.0,919,5.767
2024-12-01,Near_Prime,16,Charged_Off,41,162704.41999999998,919,4.461
2024-12-01,Near_Prime,16,Current,205,568669.5,919,22.307
2024-12-01,Near_Prime,16,DPD_30,19,63005.090000000004,919,2.067
2024-12-01,Near_Prime,16,DPD_60,7,11948.039999999999,919,0.762
2024-12-01,Near_Prime,16,DPD_90_PLUS,1,830.38,919,0.109
2024-12-01,Near_Prime,16,Paid_Off,55,0.0,919,5.985
2024-12-01,Near_Prime,17,Charged_Off,42,163534.8,919,4.57
2024-12-01,Near_Prime,17,Current,213,566698.54,919,23.177
2024-12-01,Near_Prime,17,DPD_30,7,24928.61,919,0.762
2024-12-01,Near_Prime,17,DPD_60,4,13412.49,919,0.435
2024-12-01,Near_Prime,17,DPD_90_PLUS,6,9499.92,919,0.653
2024-12-01,Near_Prime,17,Paid_Off,56,0.0,919,6.094
2024-12-01,Near_Prime,18,Charged_Off,48,173034.72,919,5.223
2024-12-01,Near_Prime,18,Current,203,518628.69,919,22.089
2024-12-01,Near_Prime,18,DPD_30,10,29551.47,919,1.088
2024-12-01,Near_Prime,18,DPD_60,2,4475.85,919,0.218
2024-12-01,Near_Prime,18,DPD_90_PLUS,4,12914.56,919,0.435
2024-12-01,Near_Prime,18,Paid_Off,61,0.0,919,6.638
2024-12-01,Near_Prime,19,Charged_Off,50,182786.36,919,5.441
2024-12-01,Near_Prime,19,Current,202,497093.77,919,21.98
2024-12-01,Near_Prime,19,DPD_30,7,20055.37,919,0.762
2024-12-01,Near_Prime,19,DPD_60,2,3031.1800000000003,919,0.218
2024-12-01,Near_Prime,19,DPD_90_PLUS,3,5163.45,919,0.326
2024-12-01,Near_Prime,19,Paid_Off,64,0.0,919,6.964
2024-12-01,Near_Prime,20,Charged_Off,51,184305.88999999998,919,5.55
2024-12-01,Near_Prime,20,Current,195,460635.0,919,21.219
2024-12-01,Near_Prime,20,DPD_30,8,13966.83,919,0.871
2024-12-01,Near_Prime,20,DPD_60,4,9536.74,919,0.435
2024-12-01,Near_Prime,20,DPD_90_PLUS,2,4652.25,919,0.218
2024-12-01,Near_Prime,20,Paid_Off,68,0.0,919,7.399
2024-12-01,Prime,1,Current,382,3342343.73,919,41.567
2024-12-01,Prime,2,Current,371,3081025.46,919,40.37
2024-12-01,Prime,2,DPD_30,5,66479.85,919,0.544
2024-12-01,Prime,2,Paid_Off,6,0.0,919,0.653
2024-12-01,Prime,3,Current,358,2860980.09,919,38.955
2024-12-01,Prime,3,DPD_30,9,77930.72,919,0.979
2024-12-01,Prime,3,DPD_60,2,18666.84,919,0.218
2024-12-01,Prime,3,Paid_Off,13,0.0,919,1.415
2024-12-01,Prime,4,Current,355,2718099.17,919,38.629
2024-12-01,Prime,4,DPD_30,6,36911.1,919,0.653
2024-12-01,Prime,4,DPD_60,1,11610.61,919,0.109
2024-12-01,Prime,4,DPD_90_PLUS,1,12315.04,919,0.109
2024-12-01,Prime,4,Paid_Off,19,0.0,919,2.067
2024-12-01,Prime,5,Current,346,2531686.13,919,37.65
2024-12-01,Prime,5,DPD_30,9,57908.01,919,0.979
2024-12-01,Prime,5,DPD_60,1,6176.82,919,0.109
2024-12-01,Prime,5,DPD_90_PLUS,1,11579.82,919,0.109
2024-12-01,Prime,5,Paid_Off,25,0.0,919,2.72
2024-12-01,Prime,6,Current,337,2360138.0,919,36.67
2024-12-01,Prime,6,DPD_30,13,70767.02,919,1.415
2024-12-01,Prime,6,DPD_60,1,4365.79,919,0.109
2024-12-01,Prime,6,DPD_90_PLUS,1,10961.51,919,0.109
2024-12-01,Prime,6,Paid_Off,30,0.0,919,3.264
2024-12-01,Prime,7,Charged_Off,1,10961.51,919,0.109
2024-12-01,Prime,7,Current,337,2251610.81,919,36.67
2024-12-01,Prime,7,DPD_30,5,32601.39,919,0.544
2024-12-01,Prime,7,DPD_60,4,13079.26,919,0.435
2024-12-01,Prime,7,DPD_90_PLUS,1,4232.11,919,0.109
2024-12-01,Prime,7,Paid_Off,34,0.0,919,3.7
2024-12-01,Prime,8,Charged_Off,2,15193.619999999999,919,0.218
2024-12-01,Prime,8,Current,329,2105308.29,919,35.8
2024-12-01,Prime,8,DPD_30,6,38728.73,919,0.653
2024-12-01,Prime,8,DPD_60,1,7405.37,919,0.109
2024-12-01,Prime,8,DPD_90_PLUS,4,12470.98,919,0.435
2024-12-01,Prime,8,Paid_Off,40,0.0,919,4.353
2024-12-01,Prime,9,Charged_Off,4,21607.44,919,0.435
2024-12-01,Prime,9,Current,324,1964242.81,919,35.256
2024-12-01,Prime,9,DPD_30,10,79500.61,919,1.088
2024-12-01,Prime,9,DPD_60,1,4265.48,919,0.109
2024-12-01,Prime,9,DPD_90_PLUS,3,12909.83,919,0.326
2024-12-01,Prime,9,Paid_Off,40,0.0,919,4.353
2024-12-01,Prime,10,Charged_Off,6,31667.559999999998,919,0.653
2024-12-01,Prime,10,Current,310,1815821.29,919,33.732
2024-12-01,Prime,10,DPD_30,10,54681.9,919,1.088
2024-12-01,Prime,10,DPD_60,5,39784.18,919,0.544
2024-12-01,Prime,10,DPD_90_PLUS,1,2750.22,919,0.109
2024-12-01,Prime,10,Paid_Off,50,0.0,919,5.441
2024-12-01,Prime,11,Charged_Off,7,34417.78,919,0.762
2024-12-01,Prime,11,Current,310,1727449.79,919,33.732
2024-12-01,Prime,11,DPD_30,4,15567.71,919,0.435
2024-12-01,Prime,11,DPD_60,5,38502.11,919,0.544
2024-12-01,Prime,11,DPD_90_PLUS,4,30080.79,919,0.435
2024-12-01,Prime,11,Paid_Off,52,0.0,919,5.658
2024-12-01,Prime,12,Charged_Off,9,49359.78,919,0.979
2024-12-01,Prime,12,Current,299,1591959.78,919,32.535
2024-12-01,Prime,12,DPD_30,7,35513.19,919,0.762
2024-12-01,Prime,12,DPD_60,2,9835.880000000001,919,0.218
2024-12-01,Prime,12,DPD_90_PLUS,5,40137.99,919,0.544
2024-12-01,Prime,12,Paid_Off,60,0.0,919,6.529
2024-12-01,Prime,13,Charged_Off,12,75119.23,919,1.306
2024-12-01,Prime,13,Current,287,1457017.89,919,31.23
2024-12-01,Prime,13,DPD_30,11,52992.06,919,1.197
2024-12-01,Prime,13,DPD_60,2,19551.510000000002,919,0.218
2024-12-01,Prime,13,DPD_90_PLUS,3,16087.95,919,0.326
2024-12-01,Prime,13,Paid_Off,67,0.0,919,7.291
2024-12-01,Prime,14,Charged_Off,14,82402.71,919,1.523
2024-12-01,Prime,14,Current,286,1394366.82,919,31.121
2024-12-01,Prime,14,DPD_30,5,19974.55,919,0.544
2024-12-01,Prime,14,DPD_60,3,14632.75,919,0.326
2024-12-01,Prime,14,DPD_90_PLUS,2,20437.489999999998,919,0.218
2024-12-01,Prime,14,Paid_Off,72,0.0,919,7.835
2024-12-01,Prime,15,Charged_Off,16,102840.2,919,1.741
2024-12-01,Prime,15,Current,273,1282941.11,919,29.706
2024-12-01,Prime,15,DPD_30,8,35045.05,919,0.871
2024-12-01,Prime,15,DPD_60,4,16379.29,919,0.435
2024-12-01,Prime,15,DPD_90_PLUS,1,1482.75,919,0.109
2024-12-01,Prime,15,Paid_Off,80,0.0,919,8.705
2024-12-01,Prime,16,Charged_Off,17,104322.95,919,1.85
2024-12-01,Prime,16,Current,271,1226032.75,919,29.489
2024-12-01,Prime,16,DPD_30,6,29276.489999999998,919,0.653
2024-12-01,Prime,16,DPD_60,3,5008.73,919,0.326
2024-12-01,Prime,16,DPD_90_PLUS,2,4069.54,919,0.218
2024-12-01,Prime,16,Paid_Off,83,0.0,919,9.032
2024-12-01,Prime,17,Charged_Off,18,106068.02,919,1.959
2024-12-01,Prime,17,Current,268,1159102.53,919,29.162
2024-12-01,Prime,17,DPD_30,3,8554.62,919,0.326
2024-12-01,Prime,17,DPD_60,3,8230.89,919,0.326
2024-12-01,Prime,17,DPD_90_PLUS,2,4592.24,919,0.218
