customer_id,vintage_month,credit_score_band,credit_score,income_band,region,loan_purpose,origination_balance
100821,2024-10-01,Near_Prime,698,High,South,General_Spend,872.3
100822,2024-10-01,Prime,836,Medium,West,Card_Refinance,10556.07
100823,2024-10-01,Prime,741,Medium,West,Travel,10197.99
100824,2024-10-01,Subprime,583,Medium,West,Retail_Purchase,4996.89
100825,2024-10-01,Near_Prime,687,High,West,Travel,7753.78
100826,2024-10-01,Subprime,616,Low,West,Travel,2989.34
100827,2024-10-01,Near_Prime,709,Medium,West,General_Spend,2013.23
100828,2024-10-01,Prime,832,Medium,West,Cash_Advance,5352.96
100829,2024-10-01,Subprime,648,Low,West,Retail_Purchase,3798.85
100830,2024-10-01,Near_Prime,707,Medium,West,Retail_Purchase,7716.05
100831,2024-10-01,Subprime,616,High,Northeast,Retail_Purchase,3446.24
100832,2024-10-01,Subprime,601,High,Midwest,General_Spend,4173.55
100833,2024-10-01,Near_Prime,668,Low,South,Cash_Advance,10630.16
100834,2024-10-01,Prime,754,Low,South,General_Spend,5760.28
100835,2024-10-01,Prime,800,Low,Midwest,Cash_Advance,1503.18
100836,2024-10-01,Subprime,584,Medium,Midwest,Cash_Advance,7477.77
100837,2024-10-01,Prime,812,Low,Northeast,Card_Refinance,15978.97
100838,2024-10-01,Prime,818,High,South,Card_Refinance,9961.97
100839,2024-10-01,Prime,818,Medium,South,Travel,8075.35
100840,2024-10-01,Near_Prime,685,Medium,Midwest,Retail_Purchase,3649.23
100841,2024-10-01,Near_Prime,667,Medium,Midwest,Cash_Advance,4573.35
100842,2024-10-01,Near_Prime,667,Low,South,Travel,8865.51
100843,2024-10-01,Subprime,583,Medium,South,General_Spend,2267.36
100844,2024-10-01,Prime,823,Low,Midwest,Card_Refinance,4254.05
100845,2024-10-01,Prime,755,Low,West,General_Spend,23309.44
100846,2024-10-01,Subprime,585,Medium,Midwest,Retail_Purchase,4001.12
100847,2024-10-01,Prime,768,Medium,Northeast,Travel,3794.58
100848,2024-10-01,Prime,841,High,West,Retail_Purchase,12734.57
100849,2024-10-01,Prime,752,Low,West,Cash_Advance,8799.52
100850,2024-10-01,Prime,846,Medium,Northeast,Travel,17053.33
100851,2024-10-01,Prime,831,High,South,Retail_Purchase,12014.56
100852,2024-10-01,Near_Prime,700,Low,West,Cash_Advance,4102.77
100853,2024-10-01,Near_Prime,675,Medium,Midwest,Card_Refinance,20171.84
100854,2024-10-01,Prime,806,Low,West,General_Spend,1797.66
100855,2024-10-01,Prime,757,Medium,West,Cash_Advance,10361.51
100856,2024-10-01,Near_Prime,678,Medium,Midwest,Retail_Purchase,7702.02
100857,2024-10-01,Subprime,585,Medium,Northeast,General_Spend,3091.42
100858,2024-10-01,Prime,816,Medium,West,Card_Refinance,6110.92
100859,2024-10-01,Near_Prime,662,Low,South,Travel,5058.27
100860,2024-10-01,Prime,827,Medium,South,Travel,6685.44
100861,2024-10-01,Prime,785,Low,West,Cash_Advance,15053.28
100862,2024-10-01,Prime,811,Low,South,Retail_Purchase,13386.68
100863,2024-10-01,Near_Prime,683,High,West,Travel,10448.92
100864,2024-10-01,Prime,835,Medium,Midwest,Cash_Advance,1899.75
100865,2024-10-01,Near_Prime,678,High,Midwest,Retail_Purchase,3805.5
100866,2024-10-01,Near_Prime,676,High,Midwest,Travel,6407.32
100867,2024-10-01,Near_Prime,670,Low,Northeast,Travel,16837.88
100868,2024-10-01,Subprime,617,Low,Northeast,Travel,5165.7
100869,2024-10-01,Prime,820,Low,Midwest,Travel,4146.77
100870,2024-10-01,Near_Prime,703,High,Midwest,Cash_Advance,9290.33
100871,2024-10-01,Near_Prime,705,Medium,West,Retail_Purchase,3586.11
100872,2024-10-01,Prime,803,High,Midwest,Cash_Advance,11761.72
100873,2024-10-01,Prime,771,Medium,Northeast,General_Spend,7147.26
100874,2024-10-01,Near_Prime,680,High,South,Retail_Purchase,5863.13
100875,2024-10-01,Subprime,637,Low,South,General_Spend,6456.2
100876,2024-10-01,Prime,768,Medium,South,Retail_Purchase,14299.01
100877,2024-10-01,Subprime,613,Medium,West,Cash_Advance,1622.33
100878,2024-10-01,Near_Prime,676,Medium,South,Travel,6521.12
100879,2024-10-01,Near_Prime,662,High,South,Retail_Purchase,4036.87
100880,2024-10-01,Subprime,628,Medium,South,Card_Refinance,4027.15
100881,2024-10-01,Near_Prime,701,Medium,Midwest,Cash_Advance,11577.9
100882,2024-10-01,Subprime,627,Low,South,Travel,1287.62
100883,2024-10-01,Subprime,607,Low,South,Travel,1698.78
100884,2024-10-01,Near_Prime,688,High,South,Cash_Advance,502.56
100885,2024-10-01,Prime,763,High,South,Retail_Purchase,5421.19
100886,2024-10-01,Prime,727,Medium,South,Travel,8076.67
100887,2024-10-01,Near_Prime,664,Medium,Northeast,Cash_Advance,1526.96
100888,2024-10-01,Prime,793,High,South,Travel,2401.96
100889,2024-10-01,Prime,728,High,West,General_Spend,5282.33
100890,2024-10-01,Near_Prime,678,Medium,South,General_Spend,2048.78
100891,2024-10-01,Prime,824,High,South,General_Spend,19756.81
100892,2024-10-01,Near_Prime,699,Low,Midwest,Retail_Purchase,11485.21
100893,2024-10-01,Prime,838,Medium,Northeast,Retail_Purchase,11180.77
100894,2024-10-01,Prime,784,Medium,West,Retail_Purchase,8739.77
100895,2024-10-01,Subprime,580,Medium,West,Card_Refinance,5395.15
100896,2024-10-01,Prime,758,Low,West,Cash_Advance,22870.52
100897,2024-10-01,Subprime,619,Low,West,Cash_Advance,1308.68
100898,2024-10-01,Prime,808,Medium,South,Retail_Purchase,7161.52
100899,2024-10-01,Prime,732,Medium,West,Retail_Purchase,3165.85
100900,2024-10-01,Near_Prime,713,High,South,Travel,1387.57
100901,2024-10-01,Prime,782,Medium,Northeast,Card_Refinance,6198.71
100902,2024-10-01,Near_Prime,699,Low,South,Retail_Purchase,3638.92
100903,2024-10-01,Prime,790,Low,Northeast,Card_Refinance,6803.37
100904,2024-10-01,Prime,762,Medium,Midwest,General_Spend,8720.72
100905,2024-10-01,Near_Prime,664,Medium,Midwest,Cash_Advance,10490.23
100906,2024-10-01,Prime,827,Medium,Northeast,Card_Refinance,12724.34
100907,2024-10-01,Subprime,650,Low,Midwest,General_Spend,6329.99
100908,2024-10-01,Near_Prime,685,Medium,Midwest,Cash_Advance,4087.69
100909,2024-10-01,Near_Prime,677,High,Midwest,Cash_Advance,9833.62
100910,2024-10-01,Near_Prime,668,Low,West,Travel,2052.92
100911,2024-10-01,Prime,765,Low,South,Card_Refinance,9176.89
100912,2024-10-01,Subprime,607,Low,West,Retail_Purchase,1277.79
100913,2024-10-01,Near_Prime,663,Low,West,General_Spend,2311.46
100914,2024-10-01,Prime,840,Low,Northeast,Cash_Advance,3640.55
100915,2024-10-01,Subprime,608,Medium,Northeast,Travel,4185.24
100916,2024-10-01,Near_Prime,664,Low,South,General_Spend,6930.49
100917,2024-10-01,Prime,819,Medium,South,Cash_Advance,5688.5
100918,2024-10-01,Prime,752,Medium,Northeast,Card_Refinance,5829.1
100919,2024-10-01,Prime,790,Medium,West,Card_Refinance,4399.18
100920,2024-10-01,Prime,724,High,Northeast,General_Spend,14996.83
100921,2024-10-01,Subprime,652,Medium,West,Cash_Advance,7927.91
100922,2024-10-01,Near_Prime,692,Medium,Northeast,Travel,2900.12
100923,2024-10-01,Near_Prime,687,Medium,South,Card_Refinance,5770.22
100924,2024-10-01,Subprime,585,Medium,South,Travel,1984.86
100925,2024-10-01,Near_Prime,684,High,Midwest,Travel,4760.8
100926,2024-10-01,Near_Prime,701,Medium,West,Travel,5774.15
100927,2024-10-01,Near_Prime,675,Low,Northeast,Retail_Purchase,2456.24
100928,2024-10-01,Prime,824,Medium,Midwest,Cash_Advance,2979.47
100929,2024-10-01,Prime,820,Medium,South,General_Spend,4359.36
100930,2024-10-01,Near_Prime,681,Medium,Midwest,Retail_Purchase,3307.71
100931,2024-10-01,Near_Prime,669,Low,Midwest,General_Spend,9454.73
100932,2024-10-01,Prime,739,Medium,Northeast,Travel,27682.48
100933,2024-10-01,Near_Prime,707,High,South,Card_Refinance,5054.7
100934,2024-10-01,Near_Prime,673,High,Midwest,Travel,4290.37
100935,2024-10-01,Subprime,629,Low,West,Travel,697.57
100936,2024-10-01,Prime,801,High,South,Cash_Advance,4983.12
100937,2024-10-01,Prime,736,High,South,Cash_Advance,6415.06
100938,2024-10-01,Subprime,650,Low,South,Card_Refinance,1276.84
100939,2024-10-01,Near_Prime,701,High,South,Travel,5716.69
100940,2024-10-01,Prime,840,Low,Midwest,General_Spend,8390.99
100941,2024-10-01,Prime,731,Low,Midwest,Cash_Advance,12634.2
100942,2024-10-01,Prime,766,Medium,Northeast,Travel,11836.14
100943,2024-10-01,Prime,747,High,South,Cash_Advance,7727.58
100944,2024-10-01,Prime,758,Low,West,Retail_Purchase,12716.99
100945,2024-10-01,Subprime,581,Medium,Midwest,General_Spend,2916.31
100946,2024-10-01,Near_Prime,711,Low,West,Travel,5746.36
100947,2024-10-01,Prime,775,Medium,Midwest,General_Spend,11399.27
100948,2024-10-01,Prime,724,Medium,West,Card_Refinance,9496.47
100949,2024-10-01,Prime,787,Medium,South,Travel,2930.26
100950,2024-10-01,Prime,748,Low,West,General_Spend,7781.01
100951,2024-10-01,Prime,810,Medium,South,Cash_Advance,4985.82
100952,2024-10-01,Near_Prime,691,High,West,Cash_Advance,8933.96
100953,2024-10-01,Prime,728,Medium,West,Card_Refinance,3518.57
100954,2024-10-01,Prime,815,Medium,Midwest,Card_Refinance,7923.15
100955,2024-10-01,Prime,792,Medium,Northeast,Retail_Purchase,12516.48
100956,2024-10-01,Near_Prime,669,High,South,Card_Refinance,8940.53
100957,2024-10-01,Near_Prime,676,High,West,General_Spend,1234.68
100958,2024-10-01,Near_Prime,672,Low,Midwest,Retail_Purchase,10248.07
100959,2024-10-01,Subprime,582,Low,Northeast,Cash_Advance,2604.16
100960,2024-10-01,Prime,825,High,West,Retail_Purchase,8003.37
100961,2024-10-01,Near_Prime,672,Low,South,Cash_Advance,11098.61
100962,2024-10-01,Prime,759,Low,Midwest,General_Spend,11511.53
100963,2024-10-01,Near_Prime,668,Low,Northeast,Retail_Purchase,10872.65
100964,2024-10-01,Prime,768,High,Northeast,General_Spend,4867.02
100965,2024-10-01,Subprime,624,Medium,South,Cash_Advance,2638.02
100966,2024-10-01,Subprime,657,Low,South,Card_Refinance,6852.78
100967,2024-10-01,Near_Prime,717,Low,West,General_Spend,2805.29
100968,2024-10-01,Subprime,628,Medium,South,Card_Refinance,3481.18
100969,2024-10-01,Subprime,603,Low,Northeast,Retail_Purchase,2625.18
100970,2024-10-01,Near_Prime,660,Low,South,Retail_Purchase,4500.18
100971,2024-10-01,Prime,728,High,Northeast,Cash_Advance,14819.96
100972,2024-10-01,Near_Prime,678,Low,Northeast,Cash_Advance,1436.73
100973,2024-10-01,Subprime,585,High,South,General_Spend,741.65
100974,2024-10-01,Prime,760,High,Midwest,General_Spend,10062.08
100975,2024-10-01,Near_Prime,702,Low,Northeast,Retail_Purchase,6642.35
100976,2024-10-01,Near_Prime,679,High,Northeast,Cash_Advance,5056.45
100977,2024-10-01,Subprime,630,High,Northeast,Travel,1829.6
100978,2024-10-01,Prime,732,Low,West,General_Spend,13473.15
100979,2024-10-01,Near_Prime,684,Low,Midwest,Travel,9513.25
100980,2024-10-01,Near_Prime,698,High,South,Card_Refinance,9835.65
100981,2024-10-01,Near_Prime,681,Low,Northeast,Card_Refinance,1862.92
100982,2024-10-01,Subprime,585,Medium,West,Card_Refinance,2600.25
100983,2024-10-01,Prime,809,High,South,General_Spend,14330.33
100984,2024-10-01,Prime,745,High,South,General_Spend,7672.12
100985,2024-10-01,Prime,784,Medium,West,General_Spend,6695.73
100986,2024-10-01,Prime,786,Medium,South,Travel,9654.46
100987,2024-10-01,Prime,770,Medium,Northeast,General_Spend,6193.79
100988,2024-10-01,Subprime,590,Medium,South,Cash_Advance,2832.39
100989,2024-10-01,Subprime,638,Medium,Midwest,Cash_Advance,1312.04
100990,2024-10-01,Near_Prime,716,Low,Northeast,General_Spend,3652.03
100991,2024-10-01,Near_Prime,707,High,Northeast,Cash_Advance,6403.04
100992,2024-10-01,Near_Prime,717,Low,Midwest,Cash_Advance,8259.73
100993,2024-10-01,Prime,760,High,Northeast,Retail_Purchase,17969.22
100994,2024-10-01,Subprime,601,Medium,Northeast,Card_Refinance,3218.71
100995,2024-10-01,Prime,764,Medium,Midwest,Card_Refinance,8502.15
100996,2024-10-01,Near_Prime,718,Medium,Midwest,Retail_Purchase,10729.74
100997,2024-10-01,Prime,738,Medium,South,Card_Refinance,3914.8
100998,2024-10-01,Subprime,583,Medium,South,Retail_Purchase,3730.59
100999,2024-10-01,Near_Prime,666,Low,South,General_Spend,3312.54
101000,2024-10-01,Subprime,614,Medium,West,Travel,5857.65
101001,2024-10-01,Near_Prime,668,Low,Northeast,Card_Refinance,1863.92
101002,2024-10-01,Subprime,592,Medium,West,Cash_Advance,2253.75
101003,2024-10-01,Prime,839,Low,Midwest,Retail_Purchase,4827.24
101004,2024-10-01,Subprime,605,Low,South,Cash_Advance,3614.18
101005,2024-10-01,Near_Prime,681,High,South,Travel,6346.76
101006,2024-10-01,Subprime,612,Low,West,Travel,634.2
101007,2024-10-01,Near_Prime,687,Low,Midwest,General_Spend,11115.55
101008,2024-10-01,Subprime,581,Medium,Northeast,Card_Refinance,2190.32
101009,2024-10-01,Near_Prime,709,Medium,South,General_Spend,12218.09
101010,2024-10-01,Near_Prime,715,High,South,Card_Refinance,7916.74
101011,2024-10-01,Subprime,642,Low,West,Travel,6216.57
101012,2024-10-01,Near_Prime,716,Medium,West,Cash_Advance,2278.49
101013,2024-10-01,Prime,822,Medium,West,Card_Refinance,12150.7
101014,2024-10-01,Prime,753,Low,Northeast,General_Spend,13532.75
101015,2024-10-01,Subprime,623,High,Midwest,General_Spend,3432.23
101016,2024-10-01,Subprime,638,Medium,Northeast,Retail_Purchase,5528.25
101017,2024-10-01,Prime,801,Low,South,Travel,9764.86
101018,2024-10-01,Subprime,645,Medium,West,Retail_Purchase,4215.66
101019,2024-10-01,Prime,782,High,South,Card_Refinance,4188.47
101020,2024-10-01,Prime,754,High,South,General_Spend,10350.7
101021,2024-10-01,Prime,735,Low,Northeast,Retail_Purchase,14072.54
101022,2024-10-01,Subprime,585,Low,Midwest,Travel,5308.96
101023,2024-10-01,Near_Prime,713,Medium,Midwest,General_Spend,1014.02
101024,2024-10-01,Prime,809,Low,Northeast,Cash_Advance,11636.8
101025,2024-10-01,Near_Prime,702,Medium,Northeast,General_Spend,4468.61
101026,2024-10-01,Near_Prime,679,Low,Northeast,General_Spend,6540.26
101027,2024-10-01,Prime,721,Medium,West,Retail_Purchase,4712.54
101028,2024-10-01,Prime,841,Medium,South,Card_Refinance,6812.29
101029,2024-10-01,Subprime,617,Medium,South,Cash_Advance,6243.82
101030,2024-10-01,Prime,723,High,Midwest,Cash_Advance,8107.53
101031,2024-10-01,Prime,746,Low,South,Card_Refinance,10058.77
101032,2024-10-01,Prime,773,Low,South,General_Spend,7425.79
101033,2024-10-01,Prime,806,Medium,South,Retail_Purchase,9499.7
101034,2024-10-01,Near_Prime,697,Medium,Midwest,Card_Refinance,12815.49
101035,2024-10-01,Subprime,637,Medium,South,General_Spend,4023.78
101036,2024-10-01,Near_Prime,674,Medium,South,Card_Refinance,8088.65
101037,2024-10-01,Near_Prime,705,Medium,South,Cash_Advance,5720.2
101038,2024-10-01,Near_Prime,692,Medium,Midwest,Cash_Advance,3860.37
101039,2024-10-01,Prime,753,Medium,Northeast,Travel,5690.26
101040,2024-10-01,Near_Prime,715,Medium,South,General_Spend,3777.34
101041,2024-10-01,Subprime,652,Medium,Midwest,General_Spend,2490.75
101042,2024-10-01,Subprime,654,Low,Northeast,Cash_Advance,1638.47
101043,2024-10-01,Prime,787,Medium,South,Cash_Advance,7695.51
101044,2024-10-01,Near_Prime,687,High,Midwest,Card_Refinance,7360.77
101045,2024-10-01,Near_Prime,717,Medium,South,Travel,7344.34
101046,2024-10-01,Prime,729,Medium,Northeast,Card_Refinance,5939.87
101047,2024-10-01,Prime,740,Low,Northeast,Travel,4903.4
101048,2024-10-01,Prime,724,Low,Midwest,General_Spend,8793.03
101049,2024-10-01,Prime,763,High,Midwest,Cash_Advance,23595.65
101050,2024-10-01,Near_Prime,693,Medium,Midwest,Cash_Advance,562.67
101051,2024-10-01,Prime,813,High,South,Travel,3072.29
101052,2024-10-01,Prime,824,Medium,West,Card_Refinance,6834.97
101053,2024-10-01,Near_Prime,686,Medium,West,Travel,5643.91
101054,2024-10-01,Subprime,594,Low,Northeast,Card_Refinance,2554.88
101055,2024-10-01,Prime,741,Low,West,Card_Refinance,13227.73
101056,2024-10-01,Near_Prime,709,High,Northeast,Cash_Advance,2271.47
101057,2024-10-01,Near_Prime,660,Medium,South,Retail_Purchase,4739.77
101058,2024-10-01,Subprime,585,High,West,General_Spend,4032.55
101059,2024-10-01,Subprime,616,High,West,Travel,4198.81
101060,2024-10-01,Prime,832,High,Northeast,Travel,15389.84
101061,2024-10-01,Near_Prime,694,Low,West,General_Spend,7813.37
101062,2024-10-01,Prime,795,Medium,South,Cash_Advance,11799.48
101063,2024-10-01,Prime,748,Medium,South,Cash_Advance,5828.35
101064,2024-10-01,Subprime,601,Low,Northeast,Cash_Advance,5625.33
101065,2024-10-01,Prime,835,High,South,Card_Refinance,7998.52
101066,2024-10-01,Near_Prime,704,Low,West,Retail_Purchase,6583.42
101067,2024-10-01,Subprime,627,High,West,Card_Refinance,3610.27
101068,2024-10-01,Prime,826,Low,South,General_Spend,10125.67
101069,2024-10-01,Prime,755,Medium,South,General_Spend,17120.77
101070,2024-10-01,Prime,768,Medium,Northeast,Retail_Purchase,2520.01
101071,2024-10-01,Near_Prime,677,Low,Northeast,General_Spend,2175.8
101072,2024-10-01,Prime,814,High,West,Cash_Advance,1918.25
101073,2024-10-01,Near_Prime,700,Medium,Northeast,Cash_Advance,4016.28
101074,2024-10-01,Subprime,621,Medium,Midwest,Retail_Purchase,2119.99
101075,2024-10-01,Near_Prime,661,Low,Midwest,Card_Refinance,4308.65
101076,2024-10-01,Prime,755,Medium,West,Card_Refinance,7587.24
101077,2024-10-01,Subprime,656,Low,West,General_Spend,3715.97
101078,2024-10-01,Prime,749,Medium,West,General_Spend,8133.8
101079,2024-10-01,Prime,826,High,West,Retail_Purchase,5129.69
101080,2024-10-01,Subprime,611,Low,Midwest,Card_Refinance,3487.65
101081,2024-10-01,Near_Prime,692,Low,West,General_Spend,7902.91
101082,2024-10-01,Prime,799,Medium,South,Cash_Advance,13089.53
101083,2024-10-01,Prime,729,High,Northeast,Travel,3816.21
101084,2024-10-01,Prime,729,Low,South,Travel,8532.47
101085,2024-10-01,Prime,785,Medium,West,General_Spend,6186.69
101086,2024-10-01,Prime,741,Low,South,Retail_Purchase,2477.78
101087,2024-10-01,Prime,795,High,Midwest,Travel,8900.83
101088,2024-10-01,Prime,804,High,West,Cash_Advance,17345.94
101089,2024-10-01,Prime,775,Low,South,Cash_Advance,15756.51
101090,2024-10-01,Prime,786,Medium,Northeast,Retail_Purchase,4463.2
101091,2024-10-01,Near_Prime,672,Medium,West,General_Spend,2465.72
101092,2024-10-01,Near_Prime,700,Medium,Northeast,General_Spend,5651.65
101093,2024-10-01,Prime,771,High,Midwest,Cash_Advance,4341.05
101094,2024-10-01,Near_Prime,718,Medium,Midwest,Card_Refinance,1891.06
101095,2024-10-01,Prime,759,Low,West,General_Spend,8629.81
101096,2024-10-01,Subprime,595,Medium,Midwest,General_Spend,2589.14
101097,2024-10-01,Near_Prime,670,Medium,Midwest,Travel,3429.9
101098,2024-10-01,Subprime,622,Medium,South,Retail_Purchase,1547.38
101099,2024-10-01,Prime,776,Low,Northeast,Retail_Purchase,5048.82
101100,2024-10-01,Subprime,633,Medium,Midwest,Travel,4207.8
101101,2024-10-01,Prime,793,Low,Northeast,Travel,2410.81
101102,2024-10-01,Prime,807,Medium,Midwest,General_Spend,6328.97
101103,2024-10-01,Near_Prime,680,Medium,Northeast,Cash_Advance,9869.05
101104,2024-10-01,Prime,743,High,Northeast,Cash_Advance,12383.75
101105,2024-10-01,Prime,803,Medium,Northeast,Card_Refinance,10836.98
101106,2024-10-01,Prime,765,Low,Northeast,General_Spend,17448.22
101107,2024-10-01,Prime,760,High,West,Cash_Advance,8729.75
101108,2024-10-01,Near_Prime,718,Low,South,Travel,10843.6
101109,2024-10-01,Prime,763,High,West,Cash_Advance,3175.24
101110,2024-10-01,Subprime,637,High,Northeast,Retail_Purchase,880.85
101111,2024-10-01,Prime,816,High,South,Card_Refinance,8205.14
101112,2024-10-01,Subprime,598,High,Northeast,Travel,1189.49
101113,2024-10-01,Prime,838,Medium,Midwest,Travel,9357.09
101114,2024-10-01,Near_Prime,714,Medium,Midwest,Cash_Advance,3776.51
101115,2024-10-01,Subprime,629,Medium,West,General_Spend,1477.1
101116,2024-10-01,Near_Prime,707,High,West,General_Spend,3654.82
101117,2024-10-01,Prime,828,High,West,Cash_Advance,6004.1
101118,2024-10-01,Near_Prime,714,Low,South,Retail_Purchase,12799.69
101119,2024-10-01,Subprime,588,Medium,Midwest,Card_Refinance,2796.36
101120,2024-10-01,Prime,753,Medium,West,Retail_Purchase,4522.87
101121,2024-10-01,Prime,787,High,Midwest,Retail_Purchase,18658.78
101122,2024-10-01,Subprime,580,Low,South,Cash_Advance,598.25
101123,2024-10-01,Prime,825,Low,South,Cash_Advance,5186.16
101124,2024-10-01,Near_Prime,660,Low,South,Retail_Purchase,7046.74
101125,2024-10-01,Near_Prime,678,Low,West,Travel,5764.16
101126,2024-10-01,Subprime,628,Medium,West,General_Spend,7594.38
101127,2024-10-01,Near_Prime,710,Medium,West,General_Spend,2349.11
101128,2024-10-01,Subprime,637,Low,South,General_Spend,1708.52
101129,2024-10-01,Near_Prime,717,High,Northeast,Card_Refinance,4849.41
101130,2024-10-01,Near_Prime,692,High,Midwest,General_Spend,5732.22
101131,2024-10-01,Prime,840,Medium,Northeast,Card_Refinance,16923.56
101132,2024-10-01,Near_Prime,693,Medium,Midwest,Retail_Purchase,4673.62
101133,2024-10-01,Subprime,652,Medium,West,Cash_Advance,5288.04
101134,2024-10-01,Subprime,597,Low,Northeast,Card_Refinance,2149.78
101135,2024-10-01,Near_Prime,681,High,Midwest,Travel,5647.94
101136,2024-10-01,Near_Prime,708,Medium,Northeast,Travel,9778.34
101137,2024-10-01,Prime,723,Medium,Midwest,Travel,10974.99
101138,2024-10-01,Near_Prime,680,Low,Midwest,Travel,9450.09
101139,2024-10-01,Subprime,607,High,South,Retail_Purchase,3756.23
101140,2024-10-01,Near_Prime,704,Low,West,Card_Refinance,6833.25
101141,2024-10-01,Subprime,621,Low,Midwest,Card_Refinance,5070.27
101142,2024-10-01,Prime,837,Medium,South,Travel,9476.9
101143,2024-10-01,Prime,846,Low,Midwest,General_Spend,7222.06
101144,2024-10-01,Subprime,589,High,South,Cash_Advance,11429.9
101145,2024-10-01,Prime,828,Medium,Midwest,Travel,9600.05
101146,2024-10-01,Subprime,654,Medium,South,Card_Refinance,6089.75
101147,2024-10-01,Near_Prime,677,Medium,Midwest,Card_Refinance,1675.99
101148,2024-10-01,Prime,754,Medium,Northeast,Travel,3506.17
101149,2024-10-01,Near_Prime,693,Medium,Northeast,General_Spend,7181.31
101150,2024-10-01,Prime,735,Medium,Midwest,Cash_Advance,5791.32
101151,2024-10-01,Near_Prime,684,High,West,Cash_Advance,2757.94
101152,2024-10-01,Near_Prime,715,Medium,South,Cash_Advance,2096.22
101153,2024-10-01,Subprime,582,Medium,Midwest,Card_Refinance,2733.97
101154,2024-10-01,Prime,843,Medium,Midwest,Travel,11119.78
101155,2024-10-01,Near_Prime,709,Low,Midwest,Card_Refinance,5297.26
101156,2024-10-01,Subprime,624,Medium,South,Travel,3210.47
101157,2024-10-01,Prime,832,Low,Northeast,Card_Refinance,3859.27
101158,2024-10-01,Prime,735,Low,Northeast,General_Spend,7930.15
101159,2024-10-01,Near_Prime,717,Medium,South,Cash_Advance,1411.74
101160,2024-10-01,Subprime,621,High,South,Cash_Advance,3832.05
101161,2024-10-01,Prime,782,High,Northeast,Travel,5220.23
101162,2024-10-01,Subprime,612,Medium,Northeast,Retail_Purchase,4664.3
101163,2024-10-01,Prime,811,Low,South,Retail_Purchase,9499.86
101164,2024-10-01,Near_Prime,714,Medium,Northeast,Travel,5843.75
101165,2024-10-01,Prime,807,Low,South,Card_Refinance,6736.45
101166,2024-10-01,Near_Prime,699,Low,Northeast,General_Spend,1610.84
101167,2024-10-01,Subprime,597,Medium,Midwest,General_Spend,3340.16
101168,2024-10-01,Prime,773,Low,West,Travel,4049.51
101169,2024-10-01,Near_Prime,675,Low,West,Card_Refinance,2724.97
101170,2024-10-01,Prime,737,Low,Midwest,Card_Refinance,6072.58
101171,2024-10-01,Near_Prime,671,Medium,South,Retail_Purchase,1044.21
101172,2024-10-01,Prime,729,Medium,South,General_Spend,8848.3
101173,2024-10-01,Near_Prime,710,Medium,Northeast,Retail_Purchase,3473.05
101174,2024-10-01,Subprime,589,Low,South,Cash_Advance,4027.84
101175,2024-10-01,Subprime,590,Medium,West,Cash_Advance,1400.79
101176,2024-10-01,Prime,817,Medium,West,Travel,3038.38
101177,2024-10-01,Subprime,631,High,South,General_Spend,2692.5
101178,2024-10-01,Prime,777,Medium,West,Retail_Purchase,10104.06
101179,2024-10-01,Subprime,606,Medium,South,Card_Refinance,792.25
101180,2024-10-01,Near_Prime,681,Low,West,Travel,10676.25
101181,2024-10-01,Prime,776,Low,Midwest,Travel,7048.44
101182,2024-10-01,Subprime,638,Medium,South,Retail_Purchase,3894.25
101183,2024-10-01,Subprime,655,Medium,Northeast,Travel,6101.4
101184,2024-10-01,Near_Prime,705,Medium,Northeast,Travel,7380.66
101185,2024-10-01,Subprime,590,Medium,Northeast,Retail_Purchase,4222.08
101186,2024-10-01,Subprime,613,Low,Midwest,Retail_Purchase,4537.97
101187,2024-10-01,Near_Prime,678,High,South,Card_Refinance,4693.61
101188,2024-10-01,Prime,825,Medium,South,Card_Refinance,15685.05
101189,2024-10-01,Near_Prime,710,Low,Northeast,Card_Refinance,5732.23
101190,2024-10-01,Near_Prime,698,Medium,West,Travel,8607.15
101191,2024-10-01,Subprime,601,Medium,West,General_Spend,3868.33
101192,2024-10-01,Prime,816,Low,South,Cash_Advance,17662.92
101193,2024-10-01,Prime,816,Low,South,General_Spend,10661.19
101194,2024-10-01,Near_Prime,684,High,Midwest,Card_Refinance,11739.18
101195,2024-10-01,Near_Prime,716,Medium,Midwest,Travel,7254.27
101196,2024-10-01,Subprime,588,High,South,Travel,2091.99
101197,2024-10-01,Subprime,639,Low,Northeast,Cash_Advance,3066.77
101198,2024-10-01,Near_Prime,704,High,South,Cash_Advance,4668.45
101199,2024-10-01,Prime,754,Low,South,Cash_Advance,10340.14
101200,2024-10-01,Prime,739,Medium,South,Card_Refinance,11606.17
101201,2024-10-01,Subprime,644,Medium,South,Travel,2426.03
101202,2024-10-01,Prime,761,High,Northeast,Cash_Advance,14394.92
101203,2024-10-01,Subprime,650,Medium,West,General_Spend,9151.33
101204,2024-10-01,Near_Prime,672,High,West,Cash_Advance,7520.78
101205,2024-10-01,Subprime,613,Medium,Midwest,Retail_Purchase,840.78
101206,2024-10-01,Subprime,646,Low,South,Travel,7600.53
101207,2024-10-01,Near_Prime,707,Low,Northeast,Travel,6280.93
101208,2024-10-01,Near_Prime,695,Medium,South,Cash_Advance,7588.05
101209,2024-10-01,Near_Prime,676,Medium,South,Cash_Advance,4994.87
101210,2024-10-01,Prime,727,Low,South,Travel,4901.97
101211,2024-10-01,Prime,773,Low,South,General_Spend,7467.79
